denuncia_id,fecha,comuna,motivo_denuncia,rubro
6695,2019-04-12,13,Entrega Defectuosa - Producto dañado,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6696,2019-04-12,9,Prácticas Abusivas - Venta  Engañosa,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6697,2019-04-12,2,Demora en la entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6698,2019-04-12,3,Prácticas Abusivas - Venta  Engañosa,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6699,2019-04-12,14,Entrega Defectuosa - Producto dañado,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6700,2019-04-12,6,Problemas con la devolución del bien o el reembolso de sumas - Restricciones abusivas en las modalidades de devolución o reembolso,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6702,2019-04-12,12,Cumplimiento parcial o defectuoso de la prestación del servicio - Negativa  de cobertura o cobertura parcial de prótesis u protesis,SALUD
6704,2019-04-12,12,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6705,2019-04-12,14,Falta de Información,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
6706,2019-04-12,2,Cumplimiento parcial o defectuoso de la prestación del servicio - Demora en el cumplimiento de la prestación,SERVICIOS DE COMUNICACIONES
6708,2019-04-12,3,Garantía de Bienes. Art 11  Ley 24.240 - Reparación insatisfactoria,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6709,2019-04-12,13,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6710,2019-04-12,1,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6712,2019-04-12,12,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
6713,2019-04-12,4,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6714,2019-04-12,3,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6715,2019-04-12,14,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6716,2019-04-12,15,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6717,2019-04-12,7,Falta de Información,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
6718,2019-04-12,11,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
6719,2019-04-12,3,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
6720,2019-04-12,13,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6722,2019-04-12,15,Falta de Información,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6723,2019-04-12,14,Cumplimiento parcial o defectuoso de la prestación del servicio - Falta de o conectividad deficiente,SERVICIOS DE COMUNICACIONES
6724,2019-04-12,9,Falta de Información,ARTÍCULOS DE LECTURA Y AUDIOVISUALES
6725,2019-04-12,3,Cumplimiento parcial o defectuoso de la prestación del servicio - Tareas o prestaciones pendientes,SERVICIOS DE COMUNICACIONES
6726,2019-04-12,11,No reconocimiento de pagos,SERVICIOS DE COMUNICACIONES
6727,2019-04-12,13,Publicidad  Engañosa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6728,2019-04-12,15,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6729,2019-04-12,12,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
6730,2019-04-12,7,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.241 - Prácticas Abusivas - Maltrato,ALIMENTOS Y BEBIDAS
6731,2019-04-12,15,Cumplimiento parcial o defectuoso de la prestación del servicio - Demora en el cumplimiento de la prestación,SERVICIOS DE COMUNICACIONES
6732,2019-04-12,6,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6733,2019-04-12,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Demora en el cumplimiento de la prestación,SERVICIOS DE COMUNICACIONES
6734,2019-04-12,3,Precios - Precio excesivo,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6736,2019-04-12,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6737,2019-04-12,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6738,2019-04-12,2,Entrega Defectuosa - Producto dañado,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6739,2019-04-12,15,Problemas de fraude o estafa,TELEFONÍA Y REDES
6740,2019-04-12,13,Prácticas Abusivas - Venta  Engañosa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6742,2019-04-12,13,Prácticas Abusivas - Maltrato,SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
6743,2019-04-12,3,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6744,2019-04-12,2,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
6745,2019-04-12,13,Precios - Precio excesivo,SERVICIOS DE COMUNICACIONES
6746,2019-04-12,13,Falta de Entrega del bien,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6747,2019-04-12,2,Falta de Información,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6749,2019-04-16,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6751,2019-04-16,6,Precios - Aumento no previsto o sin autorización contractual o legal,SERVICIOS DE COMUNICACIONES
6752,2019-04-16,9,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
6753,2019-04-16,6,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
6754,2019-04-16,11,Falta de Información,SERVICIOS DE COMUNICACIONES
6755,2019-04-16,13,Producto no funciona,ELECTRÓNICA
6756,2019-04-16,14,No reconocimiento de pagos,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6757,2019-04-16,13,Demora en la entrega del bien,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6758,2019-04-16,11,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6759,2019-04-16,9,Garantía de Bienes. Art 11  Ley 24.240 - Falta de suministro de partes y accesorios,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6760,2019-04-16,13,Prácticas Abusivas - Venta Engañosa,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6761,2019-04-16,1,Producto no funciona,INFORMÁTICA
6762,2019-04-16,14,Falta de Información,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
6763,2019-04-16,15,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,TELEFONÍA Y REDES
6764,2019-04-16,3,Demora en la entrega del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
6766,2019-04-16,6,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,SERVICIOS DE COMUNICACIONES
6767,2019-04-16,14,Cláusulas abusivas o no convenidas,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6768,2019-04-16,11,Producto no funciona,TELEFONÍA Y REDES
6769,2019-04-16,14,Demora en la entrega del bien,PERFUMERÍA Y LIMPIEZA
6770,2019-04-16,14,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6771,2019-04-16,14,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
6772,2019-04-16,13,Cumplimiento parcial o defectuoso de la prestación del servicio - Tareas o prestaciones pendientes,SERVICIOS DE COMUNICACIONES
6773,2019-04-16,1,Cumplimiento parcial o defectuoso de la prestación del servicio - Interferencias/ Ruidos ,SERVICIOS DE COMUNICACIONES
6775,2019-04-16,2,Cumplimiento parcial o defectuoso de la prestación del servicio - Tareas o prestaciones pendientes,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
6776,2019-04-16,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
6777,2019-04-16,1,"Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.",INFORMÁTICA
6778,2019-04-16,12,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6779,2019-04-16,14,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6780,2019-04-16,6,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
6781,2019-04-16,3,Entrega Defectuosa Falta de genuinidad de productos,ALIMENTOS Y BEBIDAS
6782,2019-04-16,13,Incumplimiento del servicio,COMPRA POR INTERNET
6783,2019-04-16,11,Garantía de Bienes. Art 11  Ley 24.240 - Reparación insatisfactoria,TELEFONÍA Y REDES
6784,2019-04-16,12,Garantía de Bienes. Art 11  Ley 24.240 - Demora excesiva en el cumplimiento de la garantía,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6785,2019-04-16,1,Falta de Información,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6786,2019-04-16,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6787,2019-04-16,2,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6788,2019-04-16,13,Falta de Información,SERVICIOS DE COMUNICACIONES
6792,2019-04-16,11,Falta de Entrega del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
6793,2019-04-16,7,Garantía de Bienes. Art 11  Ley 24.240 - Reparación insatisfactoria,TELEFONÍA Y REDES
6797,2019-04-16,2,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
6798,2019-04-16,3,Falta de Información,TELEFONÍA Y REDES
6799,2019-04-16,11,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6800,2019-04-16,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6801,2019-04-16,1,Entrega Defectuosa - Producto dañado,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6803,2019-04-16,6,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,SERVICIOS DE COMUNICACIONES
6804,2019-04-16,3,Deficiente calidad en la prestación del servicio,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
6805,2019-04-16,13,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6806,2019-04-16,3,Cumplimiento parcial o defectuoso de la prestación del servicio - Sin Tono/Línea,SERVICIOS DE COMUNICACIONES
6807,2019-04-16,1,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6808,2019-04-16,11,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6809,2019-04-16,14,Entrega Defectuosa - Producto dañado,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6810,2019-04-16,13,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6811,2019-04-16,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6812,2019-04-16,12,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6813,2019-04-16,14,Cumplimiento parcial o defectuoso de la prestación del servicio - Falta de o conectividad deficiente,SERVICIOS DE COMUNICACIONES
6814,2019-04-16,12,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6815,2019-04-16,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6816,2019-04-16,13,Prácticas Abusivas - Acoso,SERVICIOS DE COMUNICACIONES
6817,2019-04-16,2,Cumplimiento parcial o defectuoso de la prestación del servicio - Interrupción de las clases,ENSEÑANZA
6818,2019-04-16,9,Incumplimiento del servicio,COMPRA POR INTERNET
6819,2019-04-16,7,Falta de Información,SERVICIOS DE COMUNICACIONES
6820,2019-04-16,12,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6821,2019-04-16,13,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6823,2019-04-16,13,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6824,2019-04-16,14,Cláusulas abusivas o no convenidas,TELEFONÍA Y REDES
6825,2019-04-16,3,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
6826,2019-04-16,7,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
6827,2019-04-16,1,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
6828,2019-04-16,2,Garantía de Bienes. Art 11  Ley 24.240 - Reparación insatisfactoria,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6830,2019-04-17,6,Entrega Defectuosa - Producto dañado,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
6831,2019-04-17,13,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,SERVICIOS DE COMUNICACIONES
6832,2019-04-17,6,Cumplimiento parcial o defectuoso de la prestación del servicio - Demora en el cumplimiento de la prestación,SERVICIOS DE COMUNICACIONES
6834,2019-04-17,9,Falta de Información,SEGURIDAD
6835,2019-04-17,11,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6836,2019-04-17,15,Aumento de  cuota no autorizado/no notificado con anticipación debida,SALUD
6837,2019-04-17,14,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6838,2019-04-17,9,Incumplimiento del servicio,COMPRA POR INTERNET
6840,2019-04-17,15,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
6841,2019-04-17,11,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6842,2019-04-17,11,Falta de Información,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6843,2019-04-17,12,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6844,2019-04-17,6,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6845,2019-04-17,15,No reconocimiento de pagos,SERVICIOS PÚBLICOS DOMICILIARIOS
6846,2019-04-17,6,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6847,2019-04-17,14,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6848,2019-04-17,9,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6849,2019-04-17,11,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.241 - Precios - Precio excesivo,ALIMENTOS Y BEBIDAS
6850,2019-04-17,1,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6851,2019-04-17,2,Problemas con la devolución del bien o el reembolso de sumas - Falta de restitución del valor de la compra,MUEBLES
6852,2019-04-17,1,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6853,2019-04-17,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
6854,2019-04-17,6,Garantía de Bienes. Art 11  Ley 24.240 - Reparación insatisfactoria,INFORMÁTICA
6855,2019-04-17,3,Producto no funciona,INFORMÁTICA
6856,2019-04-17,6,Cumplimiento parcial o defectuoso de la prestación del servicio - Falta de o conectividad deficiente,SERVICIOS DE COMUNICACIONES
6857,2019-04-17,6,Garantía de Bienes. Art 11  Ley 24.240 - Reparación insatisfactoria,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6858,2019-04-17,13,Producto no funciona,ELECTRÓNICA
6859,2019-04-17,2,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6860,2019-04-17,1,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6861,2019-04-17,2,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6862,2019-04-17,6,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,SERVICIOS DE COMUNICACIONES
6863,2019-04-17,3,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
6864,2019-04-17,15,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6865,2019-04-17,4,Demora en la entrega del bien,MUEBLES
6866,2019-04-17,2,Precios - Aumento no previsto o sin autorización contractual o legal,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6867,2019-04-17,14,Cancelación o supresión de vuelos,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
6868,2019-04-17,2,Falta de Entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6870,2019-04-17,13,Incumplimiento del servicio,COMPRA POR INTERNET
6871,2019-04-17,6,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6872,2019-04-17,4,No reconocimiento de pagos,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6873,2019-04-17,7,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6874,2019-04-17,3,Prácticas Abusivas - Venta  Engañosa,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6875,2019-04-17,6,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
6876,2019-04-17,12,No reconocimiento de pagos,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6877,2019-04-17,1,Falta de Información,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6878,2019-04-17,6,No reconocimiento de pagos,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6879,2019-04-17,2,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6882,2019-04-17,12,Precios - Aumento no previsto o sin autorización contractual o legal,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6883,2019-04-17,6,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6884,2019-04-17,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6885,2019-04-17,2,Extravío o hurto de mercaderías transportadas,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
6886,2019-04-17,13,Entrega Defectuosa - Faltante de partes o accesorios,MUEBLES
6887,2019-04-17,3,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,SERVICIOS DE COMUNICACIONES
6888,2019-04-17,12,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6889,2019-04-17,2,Cancelación o supresión de vuelos ,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
6891,2019-04-17,14,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
6892,2019-04-17,12,Entrega Defectuosa - Producto dañado,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
6893,2019-04-17,13,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
